Potential/V, Current/A
4.058,1.55E-05
4.059,1.56E-05
4.06,1.56E-05
4.061,1.56E-05
4.062,1.57E-05
4.063,1.57E-05
4.064,1.58E-05
4.065,1.59E-05
4.066,1.59E-05
4.067,1.60E-05
4.068,1.59E-05
4.069,1.60E-05
4.07,1.60E-05
4.071,1.61E-05
4.072,1.62E-05
4.073,1.62E-05
4.074,1.62E-05
4.075,1.63E-05
4.076,1.63E-05
4.077,1.64E-05
4.078,1.63E-05
4.079,1.64E-05
4.08,1.65E-05
4.081,1.65E-05
4.082,1.65E-05
4.083,1.66E-05
4.084,1.66E-05
4.085,1.67E-05
4.086,1.67E-05
4.087,1.68E-05
4.088,1.68E-05
4.089,1.69E-05
4.09,1.69E-05
4.091,1.69E-05
4.092,1.70E-05
4.093,1.71E-05
4.094,1.71E-05
4.095,1.71E-05
4.096,1.72E-05
4.097,1.72E-05
4.098,1.72E-05
4.099,1.73E-05
4.1,1.73E-05
4.101,1.74E-05
4.102,1.74E-05
4.103,1.74E-05
4.104,1.75E-05
4.105,1.75E-05
4.106,1.75E-05
4.107,1.76E-05
4.108,1.76E-05
4.109,1.77E-05
4.11,1.77E-05
4.111,1.77E-05
4.112,1.78E-05
4.113,1.78E-05
4.114,1.79E-05
4.115,1.80E-05
4.116,1.79E-05
4.117,1.80E-05
4.118,1.80E-05
4.119,1.80E-05
4.12,1.81E-05
4.121,1.82E-05
4.122,1.82E-05
4.123,1.82E-05
4.124,1.82E-05
4.125,1.83E-05
4.126,1.83E-05
4.127,1.83E-05
4.128,1.84E-05
4.129,1.84E-05
4.13,1.85E-05
4.131,1.85E-05
4.132,1.86E-05
4.133,1.86E-05
4.134,1.86E-05
4.135,1.87E-05
4.136,1.87E-05
4.137,1.88E-05
4.138,1.88E-05
4.139,1.88E-05
4.14,1.88E-05
4.141,1.89E-05
4.142,1.89E-05
4.143,1.90E-05
4.144,1.90E-05
4.145,1.90E-05
4.146,1.91E-05
4.147,1.92E-05
4.148,1.92E-05
4.149,1.92E-05
4.15,1.93E-05
4.151,1.93E-05
4.152,1.94E-05
4.153,1.95E-05
4.154,1.95E-05
4.155,1.95E-05
4.156,1.95E-05
4.157,1.95E-05
4.158,1.95E-05
4.159,1.96E-05
4.16,1.97E-05
4.161,1.98E-05
4.162,1.97E-05
4.163,1.99E-05
4.164,1.99E-05
4.165,2.00E-05
4.166,2.00E-05
4.167,2.01E-05
4.168,2.02E-05
4.169,2.02E-05
4.17,2.04E-05
4.171,2.04E-05
4.172,2.05E-05
4.173,2.06E-05
4.174,2.06E-05
4.175,2.08E-05
4.176,2.09E-05
4.177,2.10E-05
4.178,2.10E-05
4.179,2.11E-05
4.18,2.12E-05
4.181,2.13E-05
4.182,2.14E-05
4.183,2.15E-05
4.184,2.17E-05
4.185,2.17E-05
4.186,2.18E-05
4.187,2.20E-05
4.188,2.21E-05
4.189,2.22E-05
4.19,2.23E-05
4.191,2.25E-05
4.192,2.27E-05
4.193,2.29E-05
4.194,2.30E-05
4.195,2.32E-05
4.196,2.34E-05
4.197,2.35E-05
4.198,2.37E-05
4.199,2.39E-05
4.2,2.41E-05
4.201,2.43E-05
4.202,2.46E-05
4.203,2.48E-05
4.204,2.50E-05
4.205,2.54E-05
4.206,2.56E-05
4.207,2.59E-05
4.208,2.63E-05
4.209,2.65E-05
4.21,2.69E-05
4.211,2.73E-05
4.212,2.78E-05
4.213,2.83E-05
4.214,2.87E-05
4.215,2.93E-05
4.216,2.99E-05
4.217,3.05E-05
4.218,3.13E-05
4.219,3.21E-05
4.22,3.30E-05
4.221,3.41E-05
4.222,3.53E-05
4.223,3.65E-05
4.224,3.79E-05
4.225,3.95E-05
4.226,4.12E-05
4.227,4.30E-05
4.228,4.49E-05
4.229,4.71E-05
4.23,4.94E-05
4.231,5.18E-05
4.232,5.42E-05
4.233,5.69E-05
4.234,5.96E-05
4.235,6.24E-05
4.236,6.55E-05
4.237,6.86E-05
4.238,7.17E-05
4.239,7.50E-05
4.24,7.84E-05
4.241,8.19E-05
4.242,8.55E-05
4.243,8.92E-05
4.244,9.29E-05
4.245,9.68E-05
4.246,1.01E-04
4.247,1.05E-04
4.248,1.09E-04
4.249,1.13E-04
4.25,1.18E-04
4.251,1.22E-04
4.252,1.27E-04
4.253,1.31E-04
4.254,1.36E-04
4.255,1.41E-04
4.256,1.46E-04
4.257,1.51E-04
4.258,1.57E-04
4.259,1.62E-04
4.26,1.68E-04
4.261,1.74E-04
4.262,1.80E-04
4.263,1.86E-04
4.264,1.92E-04
4.265,1.98E-04
4.266,2.05E-04
4.267,2.11E-04
4.268,2.18E-04
4.269,2.25E-04
4.27,2.32E-04
4.271,2.39E-04
4.272,2.47E-04
4.273,2.54E-04
4.274,2.62E-04
4.275,2.70E-04
4.276,2.78E-04
4.277,2.86E-04
4.278,2.94E-04
4.279,3.02E-04
4.28,3.10E-04
4.281,3.18E-04
4.282,3.27E-04
4.283,3.36E-04
4.284,3.45E-04
4.285,3.53E-04
4.286,3.62E-04
4.287,3.71E-04
4.288,3.81E-04
4.289,3.90E-04
4.29,3.99E-04
4.291,4.08E-04
4.292,4.16E-04
4.293,4.25E-04
4.294,4.33E-04
4.295,4.41E-04
4.296,4.48E-04
4.297,4.55E-04
4.298,4.62E-04
4.299,4.67E-04
4.3,4.71E-04
4.301,4.74E-04
4.302,4.76E-04
4.303,4.77E-04
4.304,4.76E-04
4.305,4.75E-04
4.306,4.74E-04
4.307,4.72E-04
4.308,4.71E-04
4.309,4.70E-04
4.31,4.68E-04
4.311,4.66E-04
4.312,4.64E-04
4.313,4.61E-04
4.314,4.59E-04
4.315,4.56E-04
4.316,4.54E-04
4.317,4.50E-04
4.318,4.47E-04
4.319,4.43E-04
4.32,4.39E-04
4.321,4.35E-04
4.322,4.30E-04
4.323,4.26E-04
4.324,4.21E-04
4.325,4.16E-04
4.326,4.10E-04
4.327,4.04E-04
4.328,3.96E-04
4.329,3.88E-04
4.33,3.80E-04
4.331,3.70E-04
4.332,3.62E-04
4.333,3.53E-04
4.334,3.45E-04
4.335,3.36E-04
4.336,3.28E-04
4.337,3.20E-04
4.338,3.11E-04
4.339,3.04E-04
4.34,2.96E-04
4.341,2.88E-04
4.342,2.80E-04
4.343,2.72E-04
4.344,2.65E-04
4.345,2.58E-04
4.346,2.52E-04
4.347,2.45E-04
4.348,2.40E-04
4.349,2.34E-04
4.35,2.28E-04
4.351,2.23E-04
4.352,2.18E-04
4.353,2.13E-04
4.354,2.08E-04
4.355,2.03E-04
4.356,1.98E-04
4.357,1.93E-04
4.358,1.88E-04
4.359,1.83E-04
4.36,1.77E-04
4.361,1.72E-04
4.362,1.66E-04
4.363,1.61E-04
4.364,1.55E-04
4.365,1.49E-04
4.366,1.42E-04
4.367,1.35E-04
4.368,1.30E-04
4.369,1.23E-04
4.37,1.17E-04
4.371,1.10E-04
4.372,1.04E-04
4.373,9.81E-05
4.374,9.21E-05
4.375,8.67E-05
4.376,8.18E-05
4.377,7.70E-05
4.378,7.29E-05
4.379,6.93E-05
4.38,6.58E-05
4.381,6.30E-05
4.382,6.06E-05
4.383,5.84E-05
4.384,5.66E-05
4.385,5.49E-05
4.386,5.37E-05
4.387,5.24E-05
4.388,5.15E-05
4.389,5.06E-05
4.39,4.99E-05
4.391,4.91E-05
4.392,4.87E-05
4.393,4.80E-05
4.394,4.77E-05
4.395,4.73E-05
4.396,4.69E-05
4.397,4.68E-05
4.398,4.64E-05
4.399,4.63E-05
4.4,4.61E-05
4.401,4.58E-05
4.402,4.57E-05
4.403,4.57E-05
4.404,4.55E-05
4.405,4.54E-05
4.406,4.55E-05
4.407,4.52E-05
4.408,4.53E-05
4.409,4.52E-05
4.41,4.52E-05
4.411,4.51E-05
4.412,4.51E-05
4.413,4.52E-05
4.414,4.52E-05
4.415,4.51E-05
4.416,4.55E-05
4.417,4.53E-05
4.418,4.55E-05
4.419,4.55E-05
4.42,4.56E-05
4.421,4.57E-05
4.422,4.56E-05
4.423,4.59E-05
4.424,4.60E-05
4.425,4.61E-05
4.426,4.62E-05
4.427,4.62E-05
4.428,4.64E-05
4.429,4.67E-05
4.43,4.67E-05
4.431,4.67E-05
4.432,4.70E-05
4.433,4.71E-05
4.434,4.73E-05
4.435,4.74E-05
4.436,4.76E-05
4.437,4.79E-05
4.438,4.81E-05
4.439,4.83E-05
4.44,4.85E-05
4.441,4.87E-05
4.442,4.90E-05
4.443,4.93E-05
4.444,4.94E-05
4.445,4.98E-05
4.446,5.00E-05
4.447,5.04E-05
4.448,5.06E-05
4.449,5.09E-05
4.45,5.14E-05
4.451,5.18E-05
4.452,5.20E-05
4.453,5.25E-05
4.454,5.26E-05
4.455,5.31E-05
4.456,5.36E-05
4.457,5.38E-05
4.458,5.44E-05
4.459,5.48E-05
4.46,5.51E-05
4.461,5.56E-05
4.462,5.61E-05
4.463,5.65E-05
4.464,5.70E-05
4.465,5.73E-05
4.466,5.79E-05
4.467,5.84E-05
4.468,5.89E-05
4.469,5.94E-05
4.47,6.00E-05
4.471,6.04E-05
4.472,6.11E-05
4.473,6.17E-05
4.474,6.21E-05
4.475,6.29E-05
4.476,6.34E-05
4.477,6.39E-05
4.478,6.47E-05
4.479,6.54E-05
4.48,6.61E-05
4.481,6.67E-05
4.482,6.73E-05
4.483,6.81E-05
4.484,6.86E-05
4.485,6.95E-05
4.486,7.02E-05
4.487,7.09E-05
4.488,7.18E-05
4.489,7.25E-05
4.49,7.33E-05
4.491,7.42E-05
4.492,7.51E-05
4.493,7.59E-05
4.494,7.68E-05
4.495,7.75E-05
4.496,7.86E-05
4.497,7.94E-05
4.498,8.03E-05
4.499,8.14E-05
4.5,7.82E-05
4.499,6.88E-05
4.498,6.11E-05
4.497,5.42E-05
4.496,4.86E-05
4.495,4.35E-05
4.494,3.92E-05
4.493,3.54E-05
4.492,3.22E-05
4.491,2.93E-05
4.49,2.66E-05
4.489,2.45E-05
4.488,2.26E-05
4.487,2.08E-05
4.486,1.93E-05
4.485,1.81E-05
4.484,1.69E-05
4.483,1.60E-05
4.482,1.50E-05
4.481,1.43E-05
4.48,1.37E-05
4.479,1.30E-05
4.478,1.27E-05
4.477,1.23E-05
4.476,1.20E-05
4.475,1.15E-05
4.474,1.13E-05
4.473,1.12E-05
4.472,1.10E-05
4.471,1.09E-05
4.47,1.06E-05
4.469,1.06E-05
4.468,1.05E-05
4.467,1.04E-05
4.466,1.04E-05
4.465,1.05E-05
4.464,1.04E-05
4.463,1.04E-05
4.462,1.05E-05
4.461,1.04E-05
4.46,1.05E-05
4.459,1.05E-05
4.458,1.06E-05
4.457,1.06E-05
4.456,1.06E-05
4.455,1.07E-05
4.454,1.07E-05
4.453,1.08E-05
4.452,1.07E-05
4.451,1.07E-05
4.45,1.08E-05
4.449,1.08E-05
4.448,1.09E-05
4.447,1.09E-05
4.446,1.10E-05
4.445,1.09E-05
4.444,1.10E-05
4.443,1.09E-05
4.442,1.09E-05
4.441,1.10E-05
4.44,1.08E-05
4.439,1.09E-05
4.438,1.10E-05
4.437,1.09E-05
4.436,1.09E-05
4.435,1.08E-05
4.434,1.09E-05
4.433,1.09E-05
4.432,1.08E-05
4.431,1.07E-05
4.43,1.08E-05
4.429,1.07E-05
4.428,1.07E-05
4.427,1.05E-05
4.426,1.05E-05
4.425,1.05E-05
4.424,1.05E-05
4.423,1.04E-05
4.422,1.04E-05
4.421,1.04E-05
4.42,1.03E-05
4.419,1.02E-05
4.418,1.02E-05
4.417,1.02E-05
4.416,1.01E-05
4.415,1.01E-05
4.414,1.00E-05
4.413,9.94E-06
4.412,9.84E-06
4.411,9.75E-06
4.41,9.74E-06
4.409,9.69E-06
4.408,9.56E-06
4.407,9.54E-06
4.406,9.40E-06
4.405,9.39E-06
4.404,9.34E-06
4.403,9.14E-06
4.402,9.16E-06
4.401,9.15E-06
4.4,9.04E-06
4.399,8.95E-06
4.398,8.84E-06
4.397,8.75E-06
4.396,8.77E-06
4.395,8.63E-06
4.394,8.62E-06
4.393,8.49E-06
4.392,8.48E-06
4.391,8.36E-06
4.39,8.28E-06
4.389,8.18E-06
4.388,8.17E-06
4.387,8.05E-06
4.386,7.97E-06
4.385,7.86E-06
4.384,7.68E-06
4.383,7.67E-06
4.382,7.61E-06
4.381,7.49E-06
4.38,7.31E-06
4.379,7.30E-06
4.378,7.10E-06
4.377,7.21E-06
4.376,7.12E-06
4.375,7.09E-06
4.374,6.96E-06
4.373,6.85E-06
4.372,6.75E-06
4.371,6.66E-06
4.37,6.61E-06
4.369,6.51E-06
4.368,6.45E-06
4.367,6.33E-06
4.366,6.26E-06
4.365,6.21E-06
4.364,6.19E-06
4.363,6.04E-06
4.362,6.02E-06
4.361,5.93E-06
4.36,5.83E-06
4.359,5.77E-06
4.358,5.73E-06
4.357,5.66E-06
4.356,5.57E-06
4.355,5.49E-06
4.354,5.35E-06
4.353,5.30E-06
4.352,5.27E-06
4.351,5.15E-06
4.35,5.10E-06
4.349,4.99E-06
4.348,4.96E-06
4.347,4.91E-06
4.346,4.83E-06
4.345,4.80E-06
4.344,4.65E-06
4.343,4.56E-06
4.342,4.59E-06
4.341,4.48E-06
4.34,4.43E-06
4.339,4.32E-06
4.338,4.26E-06
4.337,4.24E-06
4.336,4.07E-06
4.335,4.08E-06
4.334,4.05E-06
4.333,3.88E-06
4.332,3.88E-06
4.331,3.72E-06
4.33,3.70E-06
4.329,3.66E-06
4.328,3.54E-06
4.327,3.51E-06
4.326,3.42E-06
4.325,3.36E-06
4.324,3.33E-06
4.323,3.22E-06
4.322,3.12E-06
4.321,3.04E-06
4.32,3.01E-06
4.319,3.01E-06
4.318,2.88E-06
4.317,2.83E-06
4.316,2.74E-06
4.315,2.69E-06
4.314,2.63E-06
4.313,2.52E-06
4.312,2.47E-06
4.311,2.43E-06
4.31,2.39E-06
4.309,2.28E-06
4.308,2.28E-06
4.307,2.18E-06
4.306,2.12E-06
4.305,2.00E-06
4.304,1.97E-06
4.303,1.86E-06
4.302,1.86E-06
4.301,1.74E-06
4.3,1.74E-06
4.299,1.62E-06
4.299,1.50E-06
4.298,1.49E-06
4.297,1.39E-06
4.296,1.30E-06
4.295,1.26E-06
4.294,1.19E-06
4.293,1.14E-06
4.292,1.05E-06
4.291,9.76E-07
4.29,9.18E-07
4.289,8.13E-07
4.288,7.58E-07
4.287,7.00E-07
4.286,5.98E-07
4.285,6.06E-07
4.284,4.32E-07
4.283,4.18E-07
4.282,3.12E-07
4.281,1.67E-07
4.28,1.80E-07
4.279,3.65E-08
4.278,-2.16E-08
4.277,-7.78E-08
4.276,-1.44E-07
4.275,-2.39E-07
4.274,-3.25E-07
4.273,-4.04E-07
4.272,-4.69E-07
4.271,-7.06E-07
4.27,-6.73E-07
4.269,-7.61E-07
4.268,-8.96E-07
4.267,-9.55E-07
4.266,-1.06E-06
4.265,-1.22E-06
4.264,-1.25E-06
4.263,-1.39E-06
4.262,-1.53E-06
4.261,-1.56E-06
4.26,-1.73E-06
4.259,-1.83E-06
4.258,-1.93E-06
4.257,-2.06E-06
4.256,-2.21E-06
4.255,-2.36E-06
4.254,-2.58E-06
4.253,-2.62E-06
4.252,-2.83E-06
4.251,-2.96E-06
4.25,-3.15E-06
4.249,-3.32E-06
4.248,-3.49E-06
4.247,-3.76E-06
4.246,-3.93E-06
4.245,-4.10E-06
4.244,-4.31E-06
4.243,-4.53E-06
4.242,-4.74E-06
4.241,-5.01E-06
4.24,-5.27E-06
4.239,-5.52E-06
4.238,-5.85E-06
4.237,-6.09E-06
4.236,-6.48E-06
4.235,-6.76E-06
4.234,-7.13E-06
4.233,-7.48E-06
4.232,-7.87E-06
4.231,-8.30E-06
4.23,-8.76E-06
4.229,-9.15E-06
4.228,-9.73E-06
4.227,-1.02E-05
4.226,-1.08E-05
4.225,-1.14E-05
4.224,-1.20E-05
4.223,-1.25E-05
4.222,-1.33E-05
4.221,-1.40E-05
4.22,-1.47E-05
4.219,-1.56E-05
4.218,-1.63E-05
4.217,-1.73E-05
4.216,-1.82E-05
4.215,-1.92E-05
4.214,-2.01E-05
4.213,-2.12E-05
4.212,-2.24E-05
4.211,-2.36E-05
4.21,-2.48E-05
4.209,-2.59E-05
4.208,-2.74E-05
4.207,-2.88E-05
4.206,-3.01E-05
4.205,-3.17E-05
4.204,-3.33E-05
4.203,-3.48E-05
4.202,-3.65E-05
4.201,-3.81E-05
4.2,-3.98E-05
4.199,-4.16E-05
4.198,-4.33E-05
4.197,-4.51E-05
4.196,-4.70E-05
4.195,-4.89E-05
4.194,-5.08E-05
4.193,-5.28E-05
4.192,-5.48E-05
4.191,-5.68E-05
4.19,-5.89E-05
4.189,-6.10E-05
4.188,-6.31E-05
4.187,-6.53E-05
4.186,-6.74E-05
4.185,-6.96E-05
4.184,-7.19E-05
4.183,-7.40E-05
4.182,-7.63E-05
4.181,-7.86E-05
4.18,-8.10E-05
4.179,-8.31E-05
4.178,-8.54E-05
4.177,-8.78E-05
4.176,-9.01E-05
4.175,-9.24E-05
4.174,-9.48E-05
4.173,-9.72E-05
4.172,-9.97E-05
4.171,-1.02E-04
4.17,-1.05E-04
4.169,-1.07E-04
4.168,-1.09E-04
4.167,-1.12E-04
4.166,-1.14E-04
4.165,-1.17E-04
4.164,-1.19E-04
4.163,-1.22E-04
4.162,-1.24E-04
4.161,-1.27E-04
4.16,-1.30E-04
4.159,-1.32E-04
4.158,-1.35E-04
4.157,-1.38E-04
4.156,-1.40E-04
4.155,-1.43E-04
4.154,-1.46E-04
4.153,-1.48E-04
4.152,-1.51E-04
4.151,-1.54E-04
4.15,-1.57E-04
4.149,-1.59E-04
4.148,-1.62E-04
4.147,-1.65E-04
4.146,-1.68E-04
4.145,-1.71E-04
4.144,-1.74E-04
4.143,-1.77E-04
4.142,-1.80E-04
4.141,-1.82E-04
4.14,-1.85E-04
4.139,-1.88E-04
4.138,-1.91E-04
4.137,-1.94E-04
4.136,-1.97E-04
4.135,-2.00E-04
4.134,-2.03E-04
4.133,-2.06E-04
4.132,-2.09E-04
4.131,-2.12E-04
4.13,-2.15E-04
4.129,-2.18E-04
4.128,-2.21E-04
4.127,-2.25E-04
4.126,-2.28E-04
4.125,-2.31E-04
4.124,-2.34E-04
4.123,-2.37E-04
4.122,-2.40E-04
4.121,-2.43E-04
4.12,-2.47E-04
4.119,-2.50E-04
4.118,-2.53E-04
4.117,-2.56E-04
4.116,-2.60E-04
4.115,-2.63E-04
4.114,-2.66E-04
4.113,-2.69E-04
4.112,-2.72E-04
4.111,-2.75E-04
4.11,-2.78E-04
4.109,-2.81E-04
4.108,-2.83E-04
4.107,-2.86E-04
4.106,-2.89E-04
4.105,-2.92E-04
4.104,-2.94E-04
4.103,-2.97E-04
4.102,-2.99E-04
4.101,-3.01E-04
4.1,-3.03E-04
4.099,-3.07E-04
4.098,-3.09E-04
4.097,-3.10E-04
4.096,-3.12E-04
4.095,-3.13E-04
4.094,-3.14E-04
4.093,-3.15E-04
4.092,-3.16E-04
4.091,-3.16E-04
4.09,-3.16E-04
4.089,-3.17E-04
4.088,-3.17E-04
4.087,-3.16E-04
4.086,-3.15E-04
4.085,-3.14E-04
4.084,-3.13E-04
4.083,-3.11E-04
4.082,-3.09E-04
4.081,-3.06E-04
4.08,-3.03E-04
4.079,-3.00E-04
4.078,-2.96E-04
4.077,-2.92E-04
4.076,-2.88E-04
4.075,-2.83E-04
4.074,-2.79E-04
4.073,-2.75E-04
4.072,-2.70E-04
4.071,-2.66E-04
4.07,-2.62E-04
4.069,-2.57E-04
4.068,-2.53E-04
4.067,-2.49E-04
4.066,-2.45E-04
4.065,-2.41E-04
4.064,-2.36E-04
4.063,-2.31E-04
4.062,-2.27E-04
4.061,-2.23E-04
4.06,-2.19E-04
4.059,-2.15E-04
4.058,-2.11E-04
4.057,-2.07E-04
4.056,-2.03E-04
4.055,-1.98E-04
4.054,-1.94E-04
4.053,-1.90E-04
4.052,-1.86E-04
4.051,-1.82E-04
4.05,-1.78E-04
4.049,-1.71E-04
4.048,-1.66E-04
4.047,-1.63E-04
4.046,-1.59E-04
4.045,-1.55E-04
4.044,-1.50E-04
4.043,-1.47E-04
4.042,-1.43E-04
4.041,-1.40E-04
4.04,-1.37E-04
4.039,-1.33E-04
4.038,-1.30E-04
4.037,-1.27E-04
4.036,-1.23E-04
4.035,-1.21E-04
4.034,-1.18E-04
4.033,-1.15E-04
4.032,-1.12E-04
4.031,-1.09E-04
4.03,-1.07E-04
4.029,-1.04E-04
4.028,-1.02E-04
4.027,-9.90E-05
4.026,-9.66E-05
4.025,-9.38E-05
4.024,-9.14E-05
4.023,-8.90E-05
4.022,-8.67E-05
4.021,-8.45E-05
4.02,-8.22E-05
4.019,-7.97E-05
4.018,-7.73E-05
4.017,-7.50E-05
4.016,-7.25E-05
4.015,-7.02E-05
4.014,-6.81E-05
4.013,-6.55E-05
4.012,-6.31E-05
4.011,-6.06E-05
4.01,-5.82E-05
4.009,-5.57E-05
4.008,-5.32E-05
4.007,-5.08E-05
4.006,-4.84E-05
4.005,-4.62E-05
4.004,-4.40E-05
4.003,-4.18E-05
4.002,-3.97E-05
4.001,-3.78E-05
4,-3.59E-05
3.999,-3.40E-05
3.998,-3.24E-05
3.997,-3.08E-05
3.996,-2.93E-05
3.995,-2.79E-05
3.994,-2.66E-05
3.993,-2.53E-05
3.992,-2.41E-05
3.991,-2.30E-05
3.99,-2.19E-05
3.989,-2.10E-05
3.988,-2.00E-05
3.987,-1.92E-05
3.986,-1.84E-05
3.985,-1.76E-05
3.984,-1.69E-05
3.983,-1.62E-05
3.982,-1.56E-05
3.981,-1.49E-05
3.98,-1.42E-05
3.979,-1.37E-05
3.978,-1.32E-05
3.977,-1.27E-05
3.976,-1.23E-05
3.975,-1.19E-05
3.974,-1.14E-05
3.973,-1.11E-05
3.972,-1.07E-05
3.971,-1.04E-05
3.97,-1.01E-05
3.969,-9.74E-06
3.968,-9.49E-06
3.967,-9.22E-06
3.966,-8.96E-06
3.965,-8.70E-06
3.964,-8.48E-06
3.963,-8.24E-06
3.962,-8.03E-06
3.961,-7.86E-06
3.96,-7.66E-06
3.959,-7.47E-06
3.958,-7.32E-06
3.957,-7.14E-06
3.956,-6.96E-06
3.955,-6.81E-06
3.954,-6.70E-06
3.953,-6.55E-06
3.952,-6.42E-06
3.951,-6.30E-06
3.95,-6.19E-06
3.949,-6.06E-06
3.948,-5.98E-06
3.947,-5.87E-06
3.946,-5.77E-06
3.945,-5.66E-06
3.944,-5.59E-06
3.943,-5.50E-06
3.942,-5.41E-06
3.941,-5.34E-06
3.94,-5.25E-06
3.939,-5.15E-06
3.938,-5.11E-06
3.937,-5.04E-06
3.936,-4.97E-06
3.935,-4.91E-06
3.934,-4.86E-06
3.933,-4.80E-06
3.932,-4.71E-06
3.931,-4.68E-06
3.93,-4.60E-06
3.929,-4.58E-06
3.928,-4.51E-06
3.927,-4.50E-06
3.926,-4.45E-06
3.925,-4.36E-06
3.924,-4.33E-06
3.923,-4.28E-06
3.922,-4.27E-06
3.921,-4.22E-06
3.92,-4.19E-06
3.919,-4.16E-06
3.918,-4.10E-06
3.917,-4.07E-06
3.916,-4.07E-06
3.915,-4.03E-06
3.914,-3.99E-06
3.913,-3.94E-06
3.912,-3.93E-06
3.911,-3.90E-06
3.91,-3.89E-06
3.909,-3.83E-06
3.908,-3.82E-06
3.907,-3.80E-06
3.906,-3.79E-06
3.905,-3.73E-06
3.904,-3.74E-06
3.903,-3.70E-06
3.902,-3.69E-06
3.901,-3.65E-06
3.9,-3.65E-06
3.899,-3.62E-06
3.898,-3.60E-06
3.897,-3.60E-06
3.896,-3.56E-06
3.895,-3.54E-06
3.894,-3.53E-06
3.893,-3.51E-06
3.892,-3.50E-06
3.891,-3.47E-06
3.89,-3.49E-06
3.889,-3.47E-06
3.888,-3.44E-06
3.887,-3.43E-06
3.886,-3.42E-06
3.885,-3.39E-06
3.884,-3.37E-06
3.883,-3.38E-06
3.882,-3.35E-06
3.881,-3.35E-06
3.88,-3.34E-06
3.879,-3.33E-06
3.878,-3.30E-06
3.877,-3.31E-06
3.876,-3.29E-06
3.875,-3.30E-06
3.874,-3.27E-06
3.873,-3.27E-06
3.872,-3.25E-06
3.871,-3.24E-06
3.87,-3.23E-06
3.869,-3.22E-06
3.868,-3.22E-06
3.867,-3.19E-06
3.866,-3.18E-06
3.865,-3.21E-06
3.864,-3.18E-06
3.863,-3.17E-06
3.862,-3.15E-06
3.861,-3.13E-06
3.86,-3.13E-06
3.859,-3.13E-06
3.858,-3.11E-06
3.857,-3.12E-06
3.856,-3.13E-06
3.855,-3.11E-06
3.854,-3.14E-06
3.853,-3.10E-06
3.852,-3.09E-06
3.851,-3.09E-06
3.85,-3.06E-06
3.849,-3.08E-06
3.848,-3.09E-06
3.847,-3.06E-06
3.846,-3.06E-06
3.845,-3.04E-06
3.844,-3.09E-06
3.843,-3.06E-06
3.842,-3.07E-06
3.841,-3.07E-06
3.84,-3.08E-06
3.839,-3.05E-06
3.838,-3.07E-06
3.837,-3.05E-06
3.836,-3.06E-06
3.835,-3.05E-06
3.834,-3.05E-06
3.833,-3.05E-06
3.832,-3.08E-06
3.831,-3.06E-06
3.83,-3.05E-06
3.829,-3.03E-06
3.828,-3.03E-06
3.827,-3.07E-06
3.826,-3.06E-06
3.825,-3.05E-06
3.824,-3.02E-06
3.823,-3.06E-06
3.822,-3.06E-06
3.821,-3.05E-06
3.82,-3.05E-06
3.819,-3.08E-06
3.818,-3.10E-06
3.817,-3.06E-06
3.816,-3.05E-06
3.815,-3.09E-06
3.814,-3.09E-06
3.813,-3.07E-06
3.812,-3.07E-06
3.811,-3.08E-06
3.81,-3.08E-06
3.809,-3.08E-06
3.808,-3.07E-06
3.807,-3.08E-06
3.806,-3.11E-06
3.805,-3.09E-06
3.804,-3.08E-06
3.803,-3.10E-06
3.802,-3.12E-06
3.801,-3.10E-06
3.8,-3.11E-06
3.799,-3.12E-06
3.798,-3.13E-06
3.797,-3.11E-06
3.796,-3.14E-06
3.795,-3.14E-06
3.794,-3.13E-06
3.793,-3.14E-06
3.792,-3.13E-06
3.791,-3.16E-06
3.79,-3.16E-06
3.789,-3.16E-06
3.788,-3.17E-06
3.787,-3.19E-06
3.786,-3.19E-06
3.785,-3.16E-06
3.784,-3.18E-06
3.783,-3.19E-06
3.782,-3.18E-06
3.781,-3.18E-06
3.78,-3.19E-06
3.779,-3.23E-06
3.778,-3.21E-06
3.777,-3.22E-06
3.776,-3.22E-06
3.775,-3.24E-06
3.774,-3.23E-06
3.773,-3.23E-06
3.772,-3.27E-06
3.771,-3.24E-06
3.77,-3.25E-06
3.769,-3.25E-06
3.768,-3.29E-06
3.767,-3.27E-06
3.766,-3.31E-06
3.765,-3.31E-06
3.764,-3.31E-06
3.763,-3.30E-06
3.762,-3.30E-06
3.761,-3.30E-06
3.76,-3.30E-06
3.759,-3.32E-06
3.758,-3.35E-06
3.757,-3.35E-06
3.756,-3.35E-06
3.755,-3.34E-06
3.754,-3.35E-06
3.753,-3.37E-06
3.752,-3.38E-06
3.751,-3.37E-06
3.75,-3.39E-06
3.749,-3.39E-06
3.748,-3.41E-06
3.747,-3.40E-06
3.746,-3.40E-06
3.745,-3.44E-06
3.744,-3.42E-06
3.743,-3.44E-06
3.742,-3.44E-06
3.741,-3.46E-06
3.74,-3.47E-06
3.739,-3.46E-06
3.738,-3.47E-06
3.737,-3.48E-06
3.736,-3.50E-06
3.735,-3.50E-06
3.734,-3.48E-06
3.733,-3.51E-06
3.732,-3.52E-06
3.731,-3.53E-06
3.73,-3.53E-06
3.729,-3.54E-06
3.728,-3.56E-06
3.727,-3.56E-06
3.726,-3.57E-06
3.725,-3.56E-06
3.724,-3.61E-06
3.723,-3.59E-06
