Potential/V, Current/A
3.188,9.07E-06
3.189,9.09E-06
3.19,9.06E-06
3.191,9.01E-06
3.192,9.01E-06
3.193,9.00E-06
3.194,9.01E-06
3.195,8.97E-06
3.196,8.98E-06
3.197,8.97E-06
3.198,8.96E-06
3.199,8.94E-06
3.2,8.92E-06
3.201,8.91E-06
3.202,8.89E-06
3.203,8.84E-06
3.204,8.88E-06
3.205,8.82E-06
3.206,8.85E-06
3.207,8.83E-06
3.208,8.83E-06
3.209,8.82E-06
3.21,8.82E-06
3.211,8.81E-06
3.212,8.80E-06
3.213,8.78E-06
3.214,8.76E-06
3.215,8.76E-06
3.216,8.77E-06
3.217,8.75E-06
3.218,8.73E-06
3.219,8.72E-06
3.22,8.72E-06
3.221,8.69E-06
3.222,8.74E-06
3.223,8.73E-06
3.224,8.72E-06
3.225,8.66E-06
3.226,8.69E-06
3.227,8.64E-06
3.228,8.65E-06
3.229,8.66E-06
3.23,8.63E-06
3.231,8.64E-06
3.232,8.64E-06
3.233,8.62E-06
3.234,8.66E-06
3.235,8.58E-06
3.236,8.63E-06
3.237,8.61E-06
3.238,8.57E-06
3.239,8.63E-06
3.24,8.64E-06
3.241,8.57E-06
3.242,8.58E-06
3.243,8.60E-06
3.244,8.61E-06
3.245,8.60E-06
3.246,8.63E-06
3.247,8.60E-06
3.248,8.59E-06
3.249,8.57E-06
3.25,8.64E-06
3.251,8.55E-06
3.252,8.58E-06
3.253,8.61E-06
3.254,8.62E-06
3.255,8.58E-06
3.256,8.58E-06
3.257,8.61E-06
3.258,8.61E-06
3.259,8.60E-06
3.26,8.59E-06
3.261,8.60E-06
3.262,8.61E-06
3.263,8.62E-06
3.264,8.62E-06
3.265,8.64E-06
3.266,8.63E-06
3.267,8.63E-06
3.268,8.65E-06
3.269,8.66E-06
3.27,8.66E-06
3.271,8.69E-06
3.272,8.66E-06
3.273,8.66E-06
3.274,8.66E-06
3.275,8.63E-06
3.276,8.69E-06
3.277,8.67E-06
3.278,8.69E-06
3.279,8.71E-06
3.28,8.70E-06
3.281,8.70E-06
3.282,8.69E-06
3.283,8.66E-06
3.284,8.73E-06
3.285,8.72E-06
3.286,8.74E-06
3.287,8.74E-06
3.288,8.76E-06
3.289,8.72E-06
3.29,8.77E-06
3.291,8.75E-06
3.292,8.77E-06
3.293,8.76E-06
3.294,8.78E-06
3.295,8.76E-06
3.296,8.80E-06
3.297,8.77E-06
3.298,8.81E-06
3.299,8.79E-06
3.3,8.84E-06
3.301,8.84E-06
3.302,8.81E-06
3.303,8.85E-06
3.304,8.80E-06
3.305,8.83E-06
3.306,8.85E-06
3.307,8.83E-06
3.308,8.83E-06
3.309,8.81E-06
3.31,8.83E-06
3.311,8.85E-06
3.312,8.82E-06
3.313,8.83E-06
3.314,8.82E-06
3.315,8.81E-06
3.316,8.84E-06
3.317,8.83E-06
3.318,8.82E-06
3.319,8.80E-06
3.32,8.81E-06
3.321,8.82E-06
3.322,8.83E-06
3.323,8.81E-06
3.324,8.80E-06
3.325,8.75E-06
3.326,8.82E-06
3.327,8.79E-06
3.328,8.78E-06
3.329,8.77E-06
3.33,8.78E-06
3.331,8.76E-06
3.332,8.75E-06
3.333,8.73E-06
3.334,8.78E-06
3.335,8.74E-06
3.336,8.77E-06
3.337,8.74E-06
3.338,8.74E-06
3.339,8.68E-06
3.34,8.76E-06
3.341,8.74E-06
3.342,8.74E-06
3.343,8.76E-06
3.344,8.69E-06
3.345,8.70E-06
3.346,8.76E-06
3.347,8.71E-06
3.348,8.73E-06
3.349,8.76E-06
3.35,8.70E-06
3.351,8.70E-06
3.352,8.71E-06
3.353,8.74E-06
3.354,8.74E-06
3.355,8.68E-06
3.356,8.69E-06
3.357,8.71E-06
3.358,8.75E-06
3.359,8.72E-06
3.36,8.69E-06
3.361,8.68E-06
3.362,8.73E-06
3.363,8.70E-06
3.364,8.68E-06
3.365,8.73E-06
3.366,8.73E-06
3.367,8.72E-06
3.368,8.70E-06
3.369,8.70E-06
3.37,8.74E-06
3.371,8.72E-06
3.372,8.71E-06
3.373,8.73E-06
3.374,8.73E-06
3.375,8.72E-06
3.376,8.74E-06
3.377,8.76E-06
3.378,8.75E-06
3.379,8.75E-06
3.38,8.76E-06
3.381,8.76E-06
3.382,8.78E-06
3.383,8.83E-06
3.384,8.82E-06
3.385,8.81E-06
3.386,8.82E-06
3.387,8.84E-06
3.388,8.85E-06
3.389,8.86E-06
3.39,8.88E-06
3.391,8.90E-06
3.392,8.94E-06
3.393,8.95E-06
3.394,8.97E-06
3.395,8.94E-06
3.396,8.97E-06
3.397,9.01E-06
3.398,9.01E-06
3.399,9.05E-06
3.4,9.05E-06
3.401,9.08E-06
3.402,9.09E-06
3.403,9.11E-06
3.404,9.14E-06
3.405,9.15E-06
3.406,9.19E-06
3.407,9.17E-06
3.408,9.17E-06
3.409,9.21E-06
3.41,9.22E-06
3.411,9.24E-06
3.412,9.28E-06
3.413,9.26E-06
3.414,9.28E-06
3.415,9.30E-06
3.416,9.30E-06
3.417,9.32E-06
3.418,9.36E-06
3.419,9.34E-06
3.42,9.38E-06
3.421,9.42E-06
3.422,9.42E-06
3.423,9.43E-06
3.424,9.46E-06
3.425,9.45E-06
3.426,9.45E-06
3.427,9.45E-06
3.428,9.48E-06
3.429,9.48E-06
3.43,9.51E-06
3.431,9.54E-06
3.432,9.54E-06
3.433,9.56E-06
3.434,9.53E-06
3.435,9.54E-06
3.436,9.56E-06
3.437,9.59E-06
3.438,9.57E-06
3.439,9.59E-06
3.44,9.60E-06
3.441,9.61E-06
3.442,9.60E-06
3.443,9.59E-06
3.444,9.62E-06
3.445,9.61E-06
3.446,9.60E-06
3.447,9.63E-06
3.448,9.62E-06
3.449,9.60E-06
3.45,9.65E-06
3.451,9.60E-06
3.452,9.65E-06
3.453,9.60E-06
3.454,9.60E-06
3.455,9.59E-06
3.456,9.57E-06
3.457,9.60E-06
3.458,9.60E-06
3.459,9.59E-06
3.46,9.58E-06
3.461,9.56E-06
3.462,9.58E-06
3.463,9.54E-06
3.464,9.56E-06
3.465,9.51E-06
3.466,9.54E-06
3.467,9.52E-06
3.468,9.52E-06
3.469,9.50E-06
3.47,9.49E-06
3.471,9.50E-06
3.472,9.48E-06
3.473,9.48E-06
3.474,9.47E-06
3.475,9.48E-06
3.476,9.44E-06
3.477,9.49E-06
3.478,9.45E-06
3.479,9.45E-06
3.48,9.48E-06
3.481,9.47E-06
3.482,9.45E-06
3.483,9.47E-06
3.484,9.49E-06
3.485,9.49E-06
3.486,9.44E-06
3.487,9.47E-06
3.488,9.40E-06
3.489,9.44E-06
3.49,9.44E-06
3.491,9.41E-06
3.492,9.42E-06
3.493,9.41E-06
3.494,9.34E-06
3.495,9.42E-06
3.496,9.37E-06
3.497,9.42E-06
3.498,9.39E-06
3.499,9.38E-06
3.5,9.33E-06
3.501,9.32E-06
3.502,9.33E-06
3.503,9.38E-06
3.504,9.31E-06
3.505,9.37E-06
3.506,9.34E-06
3.507,9.32E-06
3.508,9.32E-06
3.509,9.31E-06
3.51,9.30E-06
3.511,9.26E-06
3.512,9.30E-06
3.513,9.26E-06
3.514,9.27E-06
3.515,9.28E-06
3.516,9.27E-06
3.517,9.22E-06
3.518,9.26E-06
3.519,9.23E-06
3.52,9.26E-06
3.521,9.21E-06
3.522,9.20E-06
3.523,9.19E-06
3.524,9.21E-06
3.525,9.21E-06
3.526,9.15E-06
3.527,9.20E-06
3.528,9.17E-06
3.529,9.17E-06
3.53,9.14E-06
3.531,9.14E-06
3.532,9.17E-06
3.533,9.18E-06
3.534,9.12E-06
3.535,9.14E-06
3.536,9.13E-06
3.537,9.13E-06
3.538,9.16E-06
3.539,9.11E-06
3.54,9.12E-06
3.541,9.11E-06
3.542,9.08E-06
3.543,9.09E-06
3.544,9.09E-06
3.545,9.05E-06
3.546,9.10E-06
3.547,9.10E-06
3.548,9.10E-06
3.549,9.07E-06
3.55,9.09E-06
3.551,9.10E-06
3.552,9.12E-06
3.553,9.12E-06
3.554,9.05E-06
3.555,9.09E-06
3.556,9.08E-06
3.557,9.06E-06
3.558,9.04E-06
3.559,9.06E-06
3.56,9.06E-06
3.561,9.05E-06
3.562,9.03E-06
3.563,9.04E-06
3.564,9.06E-06
3.565,9.00E-06
3.566,8.99E-06
3.567,9.06E-06
3.568,9.03E-06
3.569,9.04E-06
3.57,9.07E-06
3.571,9.01E-06
3.572,9.03E-06
3.573,9.01E-06
3.574,9.00E-06
3.575,9.04E-06
3.576,9.02E-06
3.577,9.01E-06
3.578,9.03E-06
3.579,9.01E-06
3.58,9.01E-06
3.581,9.02E-06
3.582,8.98E-06
3.583,8.98E-06
3.584,8.97E-06
3.585,8.98E-06
3.586,8.97E-06
3.587,8.99E-06
3.588,8.98E-06
3.589,8.97E-06
3.59,8.95E-06
3.591,9.02E-06
3.592,9.01E-06
3.593,8.98E-06
3.594,8.99E-06
3.595,8.97E-06
3.596,8.96E-06
3.597,8.95E-06
3.598,8.94E-06
3.599,8.93E-06
3.6,8.94E-06
3.601,8.93E-06
3.602,8.91E-06
3.603,8.90E-06
3.604,8.89E-06
3.605,8.93E-06
3.606,8.89E-06
3.607,8.87E-06
3.608,8.86E-06
3.609,8.87E-06
3.61,8.85E-06
3.611,8.83E-06
3.612,8.84E-06
3.613,8.83E-06
3.614,8.77E-06
3.615,8.80E-06
3.616,8.76E-06
3.617,8.79E-06
3.618,8.78E-06
3.619,8.79E-06
3.62,8.76E-06
3.621,8.72E-06
3.622,8.69E-06
3.623,8.72E-06
3.624,8.67E-06
3.625,8.66E-06
3.626,8.69E-06
3.627,8.68E-06
3.628,8.65E-06
3.629,8.62E-06
3.63,8.63E-06
3.631,8.65E-06
3.632,8.59E-06
3.633,8.58E-06
3.634,8.57E-06
3.635,8.55E-06
3.636,8.54E-06
3.637,8.51E-06
3.638,8.53E-06
3.639,8.54E-06
3.64,8.48E-06
3.641,8.51E-06
3.642,8.51E-06
3.643,8.49E-06
3.644,8.46E-06
3.645,8.48E-06
3.646,8.48E-06
3.647,8.46E-06
3.648,8.43E-06
3.649,8.44E-06
3.65,8.47E-06
3.651,8.45E-06
3.652,8.46E-06
3.653,8.40E-06
3.654,8.43E-06
3.655,8.40E-06
3.656,8.40E-06
3.657,8.41E-06
3.658,8.41E-06
3.659,8.38E-06
3.66,8.43E-06
3.661,8.34E-06
3.662,8.38E-06
3.663,8.35E-06
3.664,8.41E-06
3.665,8.35E-06
3.666,8.35E-06
3.667,8.31E-06
3.668,8.34E-06
3.669,8.31E-06
3.67,8.35E-06
3.671,8.34E-06
3.672,8.31E-06
3.673,8.34E-06
3.674,8.33E-06
3.675,8.36E-06
3.676,8.32E-06
3.677,8.31E-06
3.678,8.30E-06
3.679,8.28E-06
3.68,8.31E-06
3.681,8.35E-06
3.682,8.28E-06
3.683,8.29E-06
3.684,8.26E-06
3.685,8.33E-06
3.686,8.25E-06
3.687,8.31E-06
3.688,8.23E-06
3.689,8.27E-06
3.69,8.22E-06
3.691,8.28E-06
3.692,8.22E-06
3.693,8.23E-06
3.694,8.19E-06
3.695,8.23E-06
3.696,8.22E-06
3.697,8.23E-06
3.698,8.24E-06
3.699,8.21E-06
3.7,8.20E-06
3.701,8.21E-06
3.702,8.24E-06
3.703,8.25E-06
3.704,8.24E-06
3.705,8.22E-06
3.706,8.25E-06
3.707,8.23E-06
3.708,8.20E-06
3.709,8.23E-06
3.71,8.21E-06
3.711,8.26E-06
3.712,8.20E-06
3.713,8.26E-06
3.714,8.25E-06
3.715,8.22E-06
3.716,8.23E-06
3.717,8.21E-06
3.718,8.19E-06
3.719,8.27E-06
3.72,8.26E-06
3.721,8.27E-06
3.722,8.27E-06
3.723,8.26E-06
3.724,8.27E-06
3.725,8.30E-06
3.726,8.26E-06
3.727,8.30E-06
3.728,8.29E-06
3.729,8.30E-06
3.73,8.30E-06
3.731,8.32E-06
3.732,8.31E-06
3.733,8.30E-06
3.734,8.33E-06
3.735,8.36E-06
3.736,8.33E-06
3.737,8.35E-06
3.738,8.39E-06
3.739,8.37E-06
3.74,8.37E-06
3.741,8.37E-06
3.742,8.42E-06
3.743,8.40E-06
3.744,8.45E-06
3.745,8.41E-06
3.746,8.43E-06
3.747,8.46E-06
3.748,8.47E-06
3.749,8.50E-06
3.75,8.47E-06
3.751,8.48E-06
3.752,8.46E-06
3.753,8.50E-06
3.754,8.50E-06
3.755,8.52E-06
3.756,8.51E-06
3.757,8.54E-06
3.758,8.54E-06
3.759,8.59E-06
3.76,8.61E-06
3.761,8.58E-06
3.762,8.63E-06
3.763,8.61E-06
3.764,8.64E-06
3.765,8.65E-06
3.766,8.66E-06
3.767,8.66E-06
3.768,8.67E-06
3.769,8.72E-06
3.77,8.73E-06
3.771,8.69E-06
3.772,8.75E-06
3.773,8.76E-06
3.774,8.73E-06
3.775,8.77E-06
3.776,8.76E-06
3.777,8.79E-06
3.778,8.77E-06
3.779,8.77E-06
3.78,8.84E-06
3.781,8.82E-06
3.782,8.81E-06
3.783,8.81E-06
3.784,8.84E-06
3.785,8.82E-06
3.786,8.80E-06
3.787,8.82E-06
3.788,8.82E-06
3.789,8.84E-06
3.79,8.80E-06
3.791,8.88E-06
3.792,8.86E-06
3.793,8.84E-06
3.794,8.85E-06
3.795,8.87E-06
3.796,8.80E-06
3.797,8.91E-06
3.798,8.82E-06
3.799,8.91E-06
3.8,8.88E-06
3.801,8.89E-06
3.802,8.93E-06
3.803,8.92E-06
3.804,8.90E-06
3.805,8.94E-06
3.806,8.93E-06
3.807,8.98E-06
3.808,8.98E-06
3.809,8.99E-06
3.81,8.98E-06
3.811,8.95E-06
3.812,9.01E-06
3.813,9.04E-06
3.814,8.98E-06
3.815,8.98E-06
3.816,9.02E-06
3.817,9.05E-06
3.818,9.05E-06
3.819,9.05E-06
3.82,9.05E-06
3.821,9.05E-06
3.822,9.06E-06
3.823,9.05E-06
3.824,9.09E-06
3.825,9.11E-06
3.826,9.11E-06
3.827,9.11E-06
3.828,9.15E-06
3.829,9.13E-06
3.83,9.17E-06
3.831,9.14E-06
3.832,9.19E-06
3.833,9.17E-06
3.834,9.14E-06
3.835,9.21E-06
3.836,9.20E-06
3.837,9.19E-06
3.838,9.17E-06
3.839,9.23E-06
3.84,9.24E-06
3.841,9.22E-06
3.842,9.26E-06
3.843,9.25E-06
3.844,9.23E-06
3.845,9.25E-06
3.846,9.26E-06
3.847,9.27E-06
3.848,9.25E-06
3.849,9.30E-06
3.85,9.28E-06
3.851,9.26E-06
3.852,9.25E-06
3.853,9.26E-06
3.854,9.24E-06
3.855,9.25E-06
3.856,9.34E-06
3.857,9.35E-06
3.858,9.32E-06
3.859,9.32E-06
3.86,9.33E-06
3.861,9.39E-06
3.862,9.37E-06
3.863,9.39E-06
3.864,9.40E-06
3.865,9.38E-06
3.866,9.39E-06
3.867,9.43E-06
3.868,9.42E-06
3.869,9.46E-06
3.87,9.43E-06
3.871,9.50E-06
3.872,9.46E-06
3.873,9.46E-06
3.874,9.52E-06
3.875,9.53E-06
3.876,9.51E-06
3.877,9.52E-06
3.878,9.56E-06
3.879,9.59E-06
3.88,9.59E-06
3.881,9.65E-06
3.882,9.65E-06
3.883,9.60E-06
3.884,9.65E-06
3.885,9.69E-06
3.886,9.66E-06
3.887,9.76E-06
3.888,9.76E-06
3.889,9.75E-06
3.89,9.79E-06
3.891,9.78E-06
3.892,9.81E-06
3.893,9.83E-06
3.894,9.81E-06
3.895,9.88E-06
3.896,9.87E-06
3.897,9.94E-06
3.898,9.90E-06
3.899,9.94E-06
3.9,9.98E-06
3.901,1.00E-05
3.902,1.00E-05
3.903,1.01E-05
3.904,1.01E-05
3.905,1.01E-05
3.906,1.02E-05
3.907,1.01E-05
3.908,1.02E-05
3.909,1.02E-05
3.91,1.02E-05
3.911,1.02E-05
3.912,1.03E-05
3.913,1.03E-05
3.914,1.03E-05
3.915,1.04E-05
3.916,1.04E-05
3.917,1.04E-05
3.918,1.04E-05
3.919,1.04E-05
3.92,1.05E-05
3.921,1.05E-05
3.922,1.05E-05
3.923,1.05E-05
3.924,1.06E-05
3.925,1.06E-05
3.926,1.06E-05
3.927,1.07E-05
3.928,1.06E-05
3.929,1.07E-05
3.93,1.07E-05
3.931,1.07E-05
3.932,1.07E-05
3.933,1.08E-05
3.934,1.08E-05
3.935,1.07E-05
3.936,1.08E-05
3.937,1.08E-05
3.938,1.09E-05
3.939,1.08E-05
3.94,1.09E-05
3.941,1.09E-05
3.942,1.09E-05
3.943,1.09E-05
3.944,1.10E-05
3.945,1.10E-05
3.946,1.10E-05
3.947,1.10E-05
3.948,1.10E-05
3.949,1.10E-05
3.95,1.11E-05
3.951,1.10E-05
3.952,1.11E-05
3.953,1.11E-05
3.954,1.11E-05
3.955,1.11E-05
3.956,1.11E-05
3.957,1.12E-05
3.958,1.12E-05
3.959,1.12E-05
3.96,1.12E-05
3.961,1.12E-05
3.962,1.13E-05
3.963,1.13E-05
3.964,1.13E-05
3.965,1.14E-05
3.966,1.14E-05
3.967,1.14E-05
3.968,1.14E-05
3.969,1.14E-05
3.97,1.15E-05
3.971,1.15E-05
3.972,1.15E-05
3.973,1.15E-05
3.974,1.16E-05
3.975,1.15E-05
3.976,1.15E-05
3.977,1.16E-05
3.978,1.16E-05
3.979,1.17E-05
3.98,1.17E-05
3.981,1.17E-05
3.982,1.17E-05
3.983,1.18E-05
3.984,1.18E-05
3.985,1.18E-05
3.986,1.19E-05
3.987,1.19E-05
3.988,1.19E-05
3.989,1.20E-05
3.99,1.19E-05
3.991,1.20E-05
3.992,1.20E-05
3.993,1.21E-05
3.994,1.21E-05
3.995,1.21E-05
3.996,1.22E-05
3.997,1.22E-05
3.998,1.23E-05
3.999,1.24E-05
4,1.24E-05
4.001,1.25E-05
4.002,1.25E-05
4.003,1.25E-05
4.004,1.25E-05
4.005,1.26E-05
4.006,1.27E-05
4.007,1.27E-05
4.008,1.27E-05
4.009,1.28E-05
4.01,1.28E-05
4.011,1.28E-05
4.012,1.29E-05
4.013,1.30E-05
4.014,1.31E-05
4.015,1.31E-05
4.016,1.31E-05
4.017,1.32E-05
4.018,1.33E-05
4.019,1.33E-05
4.02,1.33E-05
4.021,1.35E-05
4.022,1.34E-05
4.023,1.35E-05
4.024,1.36E-05
4.025,1.37E-05
4.026,1.37E-05
4.027,1.37E-05
4.028,1.38E-05
4.029,1.38E-05
4.03,1.38E-05
4.031,1.40E-05
4.032,1.40E-05
4.033,1.40E-05
4.034,1.40E-05
4.035,1.41E-05
4.036,1.41E-05
4.037,1.42E-05
4.038,1.42E-05
4.039,1.43E-05
4.04,1.43E-05
4.041,1.43E-05
4.042,1.43E-05
4.043,1.44E-05
4.044,1.44E-05
4.045,1.44E-05
4.046,1.45E-05
4.047,1.45E-05
4.048,1.46E-05
4.049,1.46E-05
4.05,1.47E-05
4.051,1.47E-05
4.052,1.47E-05
4.053,1.47E-05
4.054,1.48E-05
4.055,1.48E-05
4.056,1.48E-05
4.057,1.48E-05
4.058,1.48E-05
4.059,1.49E-05
4.06,1.49E-05
4.061,1.49E-05
4.062,1.50E-05
4.063,1.50E-05
4.064,1.50E-05
4.065,1.50E-05
4.066,1.50E-05
4.067,1.51E-05
4.068,1.51E-05
4.069,1.51E-05
4.07,1.52E-05
4.071,1.52E-05
4.072,1.52E-05
4.073,1.52E-05
4.074,1.52E-05
4.075,1.53E-05
4.076,1.53E-05
4.077,1.53E-05
4.078,1.53E-05
4.079,1.53E-05
4.08,1.54E-05
4.081,1.55E-05
4.082,1.54E-05
4.083,1.55E-05
4.084,1.55E-05
4.085,1.55E-05
4.086,1.55E-05
4.087,1.56E-05
4.088,1.56E-05
4.089,1.56E-05
4.09,1.57E-05
4.091,1.57E-05
4.092,1.57E-05
4.093,1.57E-05
4.094,1.57E-05
4.095,1.58E-05
4.096,1.57E-05
4.097,1.58E-05
4.098,1.59E-05
4.099,1.58E-05
4.1,1.58E-05
4.101,1.59E-05
4.102,1.59E-05
4.103,1.60E-05
4.104,1.60E-05
4.105,1.60E-05
4.106,1.60E-05
4.107,1.61E-05
4.108,1.61E-05
4.109,1.61E-05
4.11,1.61E-05
4.111,1.62E-05
4.112,1.62E-05
4.113,1.62E-05
4.114,1.62E-05
4.115,1.62E-05
4.116,1.62E-05
4.117,1.62E-05
4.118,1.63E-05
4.119,1.63E-05
4.12,1.64E-05
4.121,1.64E-05
4.122,1.64E-05
4.123,1.64E-05
4.124,1.64E-05
4.125,1.65E-05
4.126,1.66E-05
4.127,1.66E-05
4.128,1.66E-05
4.129,1.67E-05
4.13,1.68E-05
4.131,1.68E-05
4.132,1.68E-05
4.133,1.69E-05
4.134,1.69E-05
4.135,1.70E-05
4.136,1.71E-05
4.137,1.71E-05
4.138,1.72E-05
4.139,1.72E-05
4.14,1.72E-05
4.141,1.73E-05
4.142,1.73E-05
4.143,1.74E-05
4.144,1.74E-05
4.145,1.75E-05
4.146,1.76E-05
4.147,1.76E-05
4.148,1.77E-05
4.149,1.78E-05
4.15,1.78E-05
4.151,1.79E-05
4.152,1.79E-05
4.153,1.80E-05
4.154,1.81E-05
4.155,1.82E-05
4.156,1.82E-05
4.157,1.83E-05
4.158,1.84E-05
4.159,1.85E-05
4.16,1.85E-05
4.161,1.86E-05
4.162,1.87E-05
4.163,1.87E-05
4.164,1.87E-05
4.165,1.89E-05
4.166,1.90E-05
4.167,1.91E-05
4.168,1.91E-05
4.169,1.92E-05
4.17,1.93E-05
4.171,1.93E-05
4.172,1.95E-05
4.173,1.96E-05
4.174,1.97E-05
4.175,1.98E-05
4.176,1.99E-05
4.177,2.00E-05
4.178,2.01E-05
4.179,2.02E-05
4.18,2.04E-05
4.181,2.04E-05
4.182,2.05E-05
4.183,2.07E-05
4.184,2.08E-05
4.185,2.09E-05
4.186,2.11E-05
4.187,2.12E-05
4.188,2.13E-05
4.189,2.14E-05
4.19,2.16E-05
4.191,2.17E-05
4.192,2.20E-05
4.193,2.21E-05
4.194,2.22E-05
4.195,2.24E-05
4.196,2.25E-05
4.197,2.27E-05
4.198,2.29E-05
4.199,2.31E-05
4.2,2.33E-05
4.201,2.35E-05
4.202,2.36E-05
4.203,2.38E-05
4.204,2.41E-05
4.205,2.43E-05
4.206,2.45E-05
4.207,2.48E-05
4.208,2.51E-05
4.209,2.54E-05
4.21,2.58E-05
4.211,2.61E-05
4.212,2.65E-05
4.213,2.69E-05
4.214,2.72E-05
4.215,2.77E-05
4.216,2.83E-05
4.217,2.89E-05
4.218,2.96E-05
4.219,3.02E-05
4.22,3.11E-05
4.221,3.20E-05
4.222,3.29E-05
4.223,3.42E-05
4.224,3.53E-05
4.225,3.65E-05
4.226,3.80E-05
4.227,3.95E-05
4.228,4.12E-05
4.229,4.29E-05
4.23,4.47E-05
4.231,4.68E-05
4.232,4.88E-05
4.233,5.10E-05
4.234,5.33E-05
4.235,5.55E-05
4.236,5.81E-05
4.237,6.07E-05
4.238,6.33E-05
4.239,6.59E-05
4.24,6.84E-05
4.241,7.13E-05
4.242,7.40E-05
4.243,7.69E-05
4.244,8.00E-05
4.245,8.31E-05
4.246,8.60E-05
4.247,8.92E-05
4.248,9.23E-05
4.249,9.54E-05
4.25,9.88E-05
4.251,1.02E-04
4.252,1.06E-04
4.253,1.09E-04
4.254,1.12E-04
4.255,1.16E-04
4.256,1.19E-04
4.257,1.23E-04
4.258,1.27E-04
4.259,1.31E-04
4.26,1.35E-04
4.261,1.39E-04
4.262,1.42E-04
4.263,1.46E-04
4.264,1.51E-04
4.265,1.55E-04
4.266,1.59E-04
4.267,1.63E-04
4.268,1.67E-04
4.269,1.72E-04
4.27,1.76E-04
4.271,1.81E-04
4.272,1.85E-04
4.273,1.90E-04
4.274,1.95E-04
4.275,2.00E-04
4.276,2.05E-04
4.277,2.10E-04
4.278,2.15E-04
4.279,2.21E-04
4.28,2.26E-04
4.281,2.31E-04
4.282,2.37E-04
4.283,2.43E-04
4.284,2.49E-04
4.285,2.55E-04
4.286,2.61E-04
4.287,2.67E-04
4.288,2.73E-04
4.289,2.79E-04
4.29,2.86E-04
4.291,2.92E-04
4.292,2.99E-04
4.293,3.04E-04
4.294,3.11E-04
4.295,3.18E-04
4.296,3.26E-04
4.297,3.33E-04
4.298,3.41E-04
4.299,3.48E-04
4.3,3.56E-04
4.301,3.65E-04
4.302,3.73E-04
4.303,3.81E-04
4.304,3.89E-04
4.305,3.98E-04
4.306,4.07E-04
4.307,4.15E-04
4.308,4.23E-04
4.309,4.32E-04
4.31,4.40E-04
4.311,4.48E-04
4.312,4.57E-04
4.313,4.65E-04
4.314,4.73E-04
4.315,4.81E-04
4.316,4.88E-04
4.317,4.94E-04
4.318,5.01E-04
4.319,5.06E-04
4.32,5.11E-04
4.321,5.16E-04
4.322,5.19E-04
4.323,5.21E-04
4.324,5.23E-04
4.325,5.24E-04
4.326,5.23E-04
4.327,5.22E-04
4.328,5.20E-04
4.329,5.17E-04
4.33,5.13E-04
4.331,5.07E-04
4.332,5.02E-04
4.333,4.94E-04
4.334,4.86E-04
4.335,4.77E-04
4.336,4.67E-04
4.337,4.56E-04
4.338,4.44E-04
4.339,4.32E-04
4.34,4.20E-04
4.341,4.07E-04
4.342,3.93E-04
4.343,3.79E-04
4.344,3.65E-04
4.345,3.52E-04
4.346,3.39E-04
4.347,3.27E-04
4.348,3.14E-04
4.349,3.02E-04
4.35,2.91E-04
4.351,2.79E-04
4.352,2.68E-04
4.353,2.58E-04
4.354,2.48E-04
4.355,2.38E-04
4.356,2.28E-04
4.357,2.18E-04
4.358,2.08E-04
4.359,1.98E-04
4.36,1.89E-04
4.361,1.79E-04
4.362,1.70E-04
4.363,1.61E-04
4.364,1.52E-04
4.365,1.44E-04
4.366,1.35E-04
4.367,1.29E-04
4.368,1.21E-04
4.369,1.13E-04
4.37,1.06E-04
4.371,9.92E-05
4.372,9.29E-05
4.373,8.72E-05
4.374,8.16E-05
4.375,7.67E-05
4.376,7.23E-05
4.377,6.83E-05
4.378,6.48E-05
4.379,6.16E-05
4.38,5.89E-05
4.381,5.65E-05
4.382,5.42E-05
4.383,5.26E-05
4.384,5.10E-05
4.385,4.95E-05
4.386,4.83E-05
4.387,4.74E-05
4.388,4.64E-05
4.389,4.56E-05
4.39,4.50E-05
4.391,4.43E-05
4.392,4.38E-05
4.393,4.34E-05
4.394,4.30E-05
4.395,4.27E-05
4.396,4.23E-05
4.397,4.21E-05
4.398,4.18E-05
4.399,4.16E-05
4.4,4.13E-05
4.401,4.12E-05
4.402,4.11E-05
4.403,4.07E-05
4.404,4.08E-05
4.405,4.07E-05
4.406,4.06E-05
4.407,4.05E-05
4.408,4.05E-05
4.409,4.05E-05
4.41,4.05E-05
4.411,4.03E-05
4.412,4.04E-05
4.413,4.04E-05
4.414,4.03E-05
4.415,4.04E-05
4.416,4.05E-05
4.417,4.05E-05
4.418,4.05E-05
4.419,4.05E-05
4.42,4.07E-05
4.421,4.06E-05
4.422,4.08E-05
4.423,4.09E-05
4.424,4.09E-05
4.425,4.09E-05
4.426,4.11E-05
4.427,4.12E-05
4.428,4.15E-05
4.429,4.16E-05
4.43,4.17E-05
4.431,4.19E-05
4.432,4.20E-05
4.433,4.21E-05
4.434,4.23E-05
4.435,4.25E-05
4.436,4.26E-05
4.437,4.29E-05
4.438,4.29E-05
4.439,4.32E-05
4.44,4.35E-05
4.441,4.36E-05
4.442,4.38E-05
4.443,4.41E-05
4.444,4.44E-05
4.445,4.45E-05
4.446,4.48E-05
4.447,4.50E-05
4.448,4.52E-05
4.449,4.55E-05
4.45,4.59E-05
4.451,4.61E-05
4.452,4.65E-05
4.453,4.67E-05
4.454,4.70E-05
4.455,4.74E-05
4.456,4.77E-05
4.457,4.81E-05
4.458,4.84E-05
